host_id,host_name,host_since,host_has_profile_pic,host_identity_verified,host_response_rate,room_count,income,daily_income,ave_room_income,is_single,is_best
29376815,Li,2015-03-15,t,t,1.0,2,107470.73999999999,49.502874251497005,24.751437125748502,t,f
29432906,Yiming,2015-03-16,t,t,0.9,1,42445.0,19.55990783410138,19.55990783410138,t,f
29042527,Tony,2015-03-09,t,t,0.92,1,211572.0,97.18511713367019,97.18511713367019,t,f
26443349,Man,2015-01-20,t,t,1.0,2,11427.5,5.1359550561797755,2.5679775280898878,t,f
29955995,Xuhong,2015-03-24,t,t,1.0,4,437947.51,202.5659158186864,50.6414789546716,t,f
11560446,Jie,2014-01-23,t,t,1.0,1,60180.48,23.262651720139157,23.262651720139157,t,f
27610452,Victor,2015-02-11,t,t,1.0,1,44077.5,20.007943713118475,20.007943713118475,t,f
31044117,琳琳,2015-04-11,t,t,1.0,1,15358.56,7.163507462686567,7.163507462686567,t,f
31121303,Jane,2015-04-13,t,t,1.0,1,183048.96,85.45703081232493,85.45703081232493,t,f
31180836,Will,2015-04-13,t,t,0.8,2,43946.9,20.516760037348273,10.258380018674137,t,f
30504359,Mario,2015-04-02,t,t,1.0,2,489475.74,227.34590803529957,113.67295401764979,t,f
30911950,Mavis,2015-04-09,t,t,0.0,1,231305.66,107.78455731593662,107.78455731593662,t,f
28396277,Yan,2015-02-26,t,t,1.0,3,1219020.4000000001,557.1391224862889,185.71304082876298,t,f
32579280,明祺,2015-05-04,t,t,1.0,1,82852.64,39.06300801508722,39.06300801508722,t,f
33176471,Anna,2015-05-12,t,t,1.0,1,385531.2,182.4567912920019,182.4567912920019,t,f
28039378,优然,2015-02-20,t,t,0.99,10,2987181.1500000004,1361.5228577939838,136.15228577939837,f,f
33706796,马丁,2015-05-19,t,t,1.0,2,116168.70000000001,55.160826210826215,27.580413105413108,t,f
33083894,Tracy,2015-05-11,t,t,1.0,2,67833.64,32.08781456953643,16.043907284768213,t,f
33889783,强,2015-05-21,t,t,1.0,1,705.24,0.33519011406844107,0.33519011406844107,t,f
19684739,Archer & Benson,2014-08-08,t,t,0.9,2,1222416.0000000002,511.47112970711305,255.73556485355653,t,f
19228064,Ronnie,2014-07-31,t,t,0.91,7,2739955.35,1142.6002293577983,163.22860419397117,f,f
15203341,Mei,2014-05-07,t,t,1.0,1,60337.200000000004,24.30012082158679,24.30012082158679,t,f
35130470,Leslie,2015-06-06,t,t,0.0,1,30756.300000000003,14.730028735632185,14.730028735632185,t,f
20927370,Abby,2014-09-04,t,t,1.0,1,17826.899999999998,7.544181125687684,7.544181125687684,t,f
35598457,Kelvin,2015-06-11,t,t,0.92,3,181488.29,87.12831973115699,29.042773243718997,t,f
35703410,上海英伦风清新民宿(泰晤士小镇),2015-06-13,t,t,1.0,3,419741.87000000005,201.70200384430564,67.23400128143521,t,f
36211239,Iris,2015-06-19,t,t,1.0,3,250157.77,120.55796144578312,40.18598714859438,t,f
35094141,澜生黑白,2015-06-05,t,t,1.0,1,5210.9400000000005,2.4944662517951177,2.4944662517951177,t,f
155825885,洁,2017-10-22,t,t,0.92,6,487157.5900000001,399.63707136997544,66.60617856166257,f,f
36397029,Ran,2015-06-22,t,t,1.0,1,4897.5,2.363658301158301,2.363658301158301,t,f
34797133,Amy,2015-06-02,t,t,1.0,3,307393.22,146.9374856596558,48.97916188655194,t,f
31121533,Wendy,2015-04-13,t,t,0.92,1,23390.46,10.919915966386554,10.919915966386554,t,f
27867423,振峰,2015-02-16,t,t,0.92,1,8482.470000000001,3.85917652411283,3.85917652411283,t,f
27678488,Carol,2015-02-13,t,t,1.0,1,144887.64,65.82809631985462,65.82809631985462,t,f
12627416,Emma,2014-02-27,t,t,1.0,1,848181.7,332.35960031347963,332.35960031347963,t,f
37302181,Elven,2015-07-02,t,t,1.0,1,51867.78999999999,25.15411736178467,25.15411736178467,t,f
37441583,Crown,2015-07-03,t,t,0.92,1,25597.600000000006,12.419990295972832,12.419990295972832,t,f
37739285,Yuhua,2015-07-06,t,t,0.97,2,323195.82,157.0436443148688,78.5218221574344,t,f
27397881,Marin,2015-02-08,t,t,1.0,1,3591.500000000001,1.628059836808704,1.628059836808704,t,f
38425386,Tommy,2015-07-14,t,t,0.92,4,48139.16,23.482517073170733,5.870629268292683,t,f
595134,_,2015-07-26,f,f,0.92,1,29626.610000000008,184.73,63.52,t,f
38874996,Jerry,2015-07-18,t,t,0.92,1,7222.18,3.5299022482893454,3.5299022482893454,t,f
38932919,笨笨鱼妮妮,2015-07-19,t,t,0.92,1,4218.38,2.0627775061124694,2.0627775061124694,t,f
25380589,VXJennieLeeGot,2014-12-30,t,t,1.0,2,234942.87,104.605017809439,52.3025089047195,t,f
269728,Sisleya的小屋,2010-10-24,t,t,1.0,5,36509.229999999996,9.67388182299947,1.9347763645998939,f,f
2209221,Minfang,2012-04-24,t,t,1.0,12,1228266.8800000001,380.7398884066956,31.728324033891305,f,f
37636232,Chun Xiao,2015-07-06,t,t,1.0,1,35144.46,17.076997084548104,17.076997084548104,t,f
40552386,Myra,2015-08-05,t,t,1.0,4,9155.060000000001,4.514329388560158,1.1285823471400396,t,f
2717002,Gnn,2012-06-23,t,t,0.92,1,12864.1,4.063202779532533,4.063202779532533,t,f
20458869,Anna,2014-08-24,t,t,0.92,1,7757.64,3.2677506318449874,3.2677506318449874,t,f
30318339,Sky,2015-03-30,t,t,1.0,3,712893.16,330.6554545454546,110.21848484848485,t,f
40953645,Rachel,2015-08-09,t,t,1.0,1,51652.299999999996,25.519911067193675,25.519911067193675,t,f
41014390,Shen,2015-08-10,t,t,0.5,2,4636.3,2.2917943648047454,1.1458971824023727,t,f
37650064,Jj5596,2015-07-06,t,t,1.0,1,19746.72,9.595102040816327,9.595102040816327,t,f
23331958,Peter,2014-11-04,t,t,1.0,1,24324.25,10.56657254561251,10.56657254561251,t,f
21725069,Yingqi,2014-09-24,t,t,1.0,1,375697.02,160.3487067861716,160.3487067861716,t,f
41228422,Yanhua,2015-08-12,t,t,0.92,1,24533.210000000003,12.139143988124692,12.139143988124692,t,f
38567653,Nana,2015-07-15,t,t,0.0,5,1106743.58,540.1383992191313,108.02767984382626,f,f
42168824,柯烨,2015-08-22,t,t,1.0,2,9416.26,4.682376926902039,2.3411884634510196,t,f
9059931,David&Fiona,2013-09-25,t,t,1.0,6,3046767.4,1125.5143701514592,187.58572835857652,f,f
21429470,Linda,2014-09-17,t,t,1.0,5,249073.79000000007,105.98884680851067,21.197769361702132,f,f
30315641,点点,2015-03-30,t,t,1.0,6,79071.77,36.675217996289426,6.112536332714904,f,f
16072609,Lucy,2014-05-28,t,t,0.75,4,193026.8,78.40243704305442,19.600609260763605,t,f
43235660,安迪短租,2015-09-03,t,t,1.0,8,47629.82,23.826823411705853,2.9783529264632316,f,f
40459051,Rachel,2015-08-04,t,t,0.92,2,37632.39,18.547259733859043,9.273629866929522,t,f
32900916,Tianny,2015-05-08,t,t,0.92,1,234231.09999999998,110.6429381199811,110.6429381199811,t,f
40555914,Lily,2015-08-05,t,t,1.0,1,180541.44,89.02437869822485,89.02437869822485,t,f
20246190,Echo,2014-08-19,t,t,0.92,1,1998.18,0.8399243379571248,0.8399243379571248,t,f
44042573,Hannah,2015-09-12,t,t,1.0,3,209521.58000000002,105.28722613065328,35.09574204355109,t,f
44180397,燕,2015-09-14,t,t,1.0,1,13046.94,6.5628470824949705,6.5628470824949705,t,f
44210432,云,2015-09-14,t,t,1.0,6,543949.0,273.61619718309856,45.60269953051643,f,f
43340893,Allen,2015-09-04,t,t,1.0,1,1763.1000000000004,0.8824324324324326,0.8824324324324326,t,f
44637007,Jennie,2015-09-20,t,t,1.0,12,679603.2200000002,342.88759838546935,28.573966532122444,f,f
32453483,Zoie,2015-05-02,t,t,1.0,1,95912.63999999998,45.17788035798398,45.17788035798398,t,f
41994220,斓琳Helen,2015-08-20,t,t,0.92,1,257255.88,127.79725782414307,127.79725782414307,t,f
44731140,星空,2015-09-21,t,t,1.0,2,12387.41,6.253109540636042,3.126554770318021,t,f
45285290,Coco,2015-09-28,t,t,0.2,3,8261377.260000001,4185.094863221885,1395.0316210739616,t,f
14673074,Vincent,2014-04-24,t,t,1.0,1,4571.0,1.8313301282051282,1.8313301282051282,t,f
44546043,Yi,2015-09-19,t,t,1.0,2,164340.51,82.87468986384266,41.43734493192133,t,f
31777145,Jasmine,2015-04-23,t,t,0.92,2,431371.80000000005,202.33198874296437,101.16599437148218,t,f
46044493,Joyce,2015-10-08,t,t,0.88,2,186418.44,94.91773930753564,47.45886965376782,t,f
46144085,小白,2015-10-09,t,t,1.0,3,213302.45,108.66146204788589,36.2204873492953,t,f
47217287,Ella,2015-10-22,t,t,0.5,1,6190.4400000000005,3.1745846153846156,3.1745846153846156,t,f
47252583,Jenny,2015-10-23,t,t,0.92,1,2141.84,1.0989430477167779,1.0989430477167779,t,f
46115239,潘女士,2015-10-08,t,t,0.92,1,2742.6000000000004,1.3964358452138494,1.3964358452138494,t,f
88673949,敏,2016-08-08,t,t,1.0,11,374260.42,225.59398432790837,20.50854402980985,f,f
37281539,Bella,2015-07-01,t,t,0.92,1,314497.8600000001,152.4468540959768,152.4468540959768,t,f
47938685,Cecilia & Stephane,2015-11-01,t,t,1.0,1,382866.96000000014,197.3541030927836,197.3541030927836,t,f
17227121,Emily,2014-06-25,t,t,0.92,1,5472.14,2.2482087099424817,2.2482087099424817,t,f
47079096,Maria,2015-10-21,t,t,1.0,1,5171.76,2.650825217837007,2.650825217837007,t,f
42366811,Flora,2015-08-24,t,t,1.0,1,94913.55,47.24417620706819,47.24417620706819,t,f
48438287,Ellen,2015-11-07,t,t,1.0,1,365222.89999999997,188.84327817993793,188.84327817993793,t,f
48716367,翼耳,2015-11-10,t,t,0.75,1,3918.0,2.0290005178663906,2.0290005178663906,t,f
48835598,Emily,2015-11-12,t,t,1.0,1,129555.20000000001,67.16184551581131,67.16184551581131,t,f
48922309,晏,2015-11-13,t,t,1.0,1,5041.16,2.614709543568465,2.614709543568465,t,f
3852567,Hope,2012-10-13,t,t,1.0,1,119499.0,39.1286836935167,39.1286836935167,t,f
49047479,Young,2015-11-14,t,t,1.0,1,1031.74,0.535412558380903,0.535412558380903,t,f
49585317,陆敬,2015-11-21,t,t,0.83,1,17813.84,9.278041666666667,9.278041666666667,t,f
32136110,Pingping,2015-04-28,t,t,1.0,3,434858.82,204.44702397743302,68.14900799247766,t,f
49905964,Jean,2015-11-25,t,t,1.0,1,24343.84,12.705553235908143,12.705553235908143,t,f
50415689,Hanchao,2015-12-03,t,t,0.0,1,692.1800000000002,0.36277777777777787,0.36277777777777787,t,f
40762814,牧童妈妈,2015-08-07,t,t,0.92,1,52240.0,25.784797630799606,25.784797630799606,t,f
50816889,Yimin,2015-12-08,t,t,1.0,1,192504.4,101.15838150289017,101.15838150289017,t,f
31281754,Olive,2015-04-15,t,t,1.0,3,903014.11,421.96921028037383,140.6564034267913,t,f
44630819,Jazz,2015-09-20,t,t,1.0,5,1298542.7400000002,655.1678809283553,131.03357618567105,f,f
52287114,Stella,2015-12-26,t,t,1.0,1,10931.220000000003,5.799055702917774,5.799055702917774,t,f
35468817,Hanna,2015-06-10,t,t,0.94,8,881634.89,423.04937140115163,52.881171425143954,f,f
50329027,海霞,2015-12-01,t,t,1.0,4,118715.40000000001,62.15465968586388,15.53866492146597,t,f
47105992,Ancy,2015-10-21,t,t,1.0,1,487399.19999999995,249.82019477191182,249.82019477191182,t,f
1914576,Cheng,2012-03-13,t,t,1.0,1,34935.5,10.690177478580171,10.690177478580171,t,f
47002896,田心(Gracy),2015-10-20,t,t,0.7,7,93607.55,47.9546875,6.850669642857143,f,f
53396248,Fei,2016-01-05,t,t,1.0,2,46088.74,24.58066133333333,12.290330666666666,t,f
38624302,StarLive,2015-07-16,t,t,0.0,3,2665415.4000000004,1301.4723632812502,433.8241210937501,t,f
54461059,Jun,2016-01-13,t,t,0.0,1,5067.28,2.7141296197107656,2.7141296197107656,t,f
22320427,Jack,2014-10-09,t,f,0.92,1,195802.05,84.10740979381443,84.10740979381443,t,f
18720366,Guiying,2014-07-23,t,t,1.0,1,28993.2,12.050374064837905,12.050374064837905,t,f
22462545,En Zo,2014-10-12,t,t,0.92,1,52893.0,22.74967741935484,22.74967741935484,t,f
55063704,Yi,2016-01-18,t,t,1.0,1,44404.0,23.84747583243824,23.84747583243824,t,f
53408183,Luna,2016-01-05,t,t,0.7,2,68826.2,36.70730666666667,18.353653333333334,t,f
16934506,Toby,2014-06-18,t,t,1.0,1,32192.899999999998,13.188406390823433,13.188406390823433,t,f
48725681,Ye,2015-11-10,t,t,1.0,1,120948.66,62.63524598653547,62.63524598653547,t,f
42950594,Lisa,2015-08-30,t,t,1.0,15,410665.17,205.0250474288567,13.668336495257114,f,f
58969997,Emily,2016-02-16,t,t,1.0,1,31539.899999999998,17.20671031096563,17.20671031096563,t,f
59164882,文俊,2016-02-17,t,t,1.0,1,17944.44,9.795,9.795,t,f
30891602,彩云,2015-04-09,t,t,0.25,1,2213.67,1.031533084808947,1.031533084808947,t,f
11998704,Yong,2014-02-06,t,t,0.92,3,317788.98000000004,123.50912553439566,41.169708511465224,t,f
59647058,张姐家,2016-02-20,t,t,1.0,2,34543.700000000004,18.886659376708586,9.443329688354293,t,f
41774364,骁,2015-08-17,t,t,0.92,1,97950.0,48.586309523809526,48.586309523809526,t,f
50492857,Christina,2015-12-04,t,t,1.0,3,76720.97,40.23123754588359,13.41041251529453,t,f
52109901,磊,2015-12-23,t,t,1.0,4,198884.21000000002,105.34121292372882,26.335303230932205,t,f
60449082,Chongchong,2016-02-26,t,t,0.92,1,1057.86,0.5802852441031267,0.5802852441031267,t,f
50892364,Alex,2015-12-09,t,t,1.0,5,881301.86,463.355341745531,92.6710683491062,f,f
60496885,Caixia,2016-02-26,t,t,0.92,2,32806.72,17.996006582556227,8.998003291278113,t,f
58824899,俊英,2016-02-15,t,t,0.92,1,10239.04,5.582900763358779,5.582900763358779,t,f
57375856,野花,2016-02-04,t,t,1.0,2,463022.71,250.9608184281843,125.48040921409215,t,f
51282635,Hui,2015-12-14,t,t,0.92,1,15567.52,8.206389035318924,8.206389035318924,t,f
61459252,雪莱,2016-03-03,t,t,1.0,5,488176.2700000001,268.67158503026974,53.73431700605394,f,f
50416577,Eva,2015-12-03,t,t,0.9,3,32388.8,16.975262054507336,5.658420684835779,t,f
26432697,Shengwei,2015-01-20,t,t,1.0,1,113132.25,50.845955056179776,50.845955056179776,t,f
49716149,Tom,2015-11-23,t,t,0.92,1,23716.96,12.365464025026068,12.365464025026068,t,f
38124968,Alfred Johannes,2015-07-10,t,t,0.92,2,13438.739999999998,6.542716650438169,3.2713583252190843,t,f
62188967,Abby,2016-03-08,t,t,1.0,1,118480.31999999999,65.38649006622516,65.38649006622516,t,f
12303548,Candice,2014-02-16,t,t,0.89,1,134073.96,52.311338275458446,52.311338275458446,t,f
16159603,Annie,2014-05-30,t,t,1.0,3,44900.28,18.252146341463416,6.084048780487804,t,f
60716453,Xuan,2016-02-28,t,t,1.0,1,15874.429999999998,8.717424492037342,8.717424492037342,t,f
34151925,朱朱,2015-05-25,t,t,0.92,1,3369.48,1.6045142857142858,1.6045142857142858,t,f
63314903,卫平,2016-03-17,t,t,1.0,2,452979.56999999995,251.2365890183028,125.6182945091514,t,f
20562755,Mengjuan,2014-08-26,t,t,1.0,1,31344.0,13.2141652613828,13.2141652613828,t,f
15879700,Riccardo,2014-05-23,t,t,1.0,1,1959.0,0.7940818808269153,0.7940818808269153,t,f
27891875,Hong,2015-02-17,t,t,1.0,5,2670691.6400000006,1215.6083932635415,243.12167865270828,f,f
12105829,Xuyu,2014-02-10,t,t,0.92,1,103879.23999999999,40.43567146749708,40.43567146749708,t,f
37002120,Dan,2015-06-29,t,t,1.0,1,50809.93,24.605292978208233,24.605292978208233,t,f
14990436,Hui,2014-05-01,t,t,1.0,1,9925.6,3.987786259541985,3.987786259541985,t,f
48036870,Kitty,2015-11-03,t,t,1.0,1,35732.16,18.437647058823533,18.437647058823533,t,f
44214336,Nora,2015-09-14,t,t,1.0,6,106896.1,53.7706740442656,8.961779007377599,f,f
36708206,Yong Qi,2015-06-25,t,t,1.0,1,6373.280000000002,3.080367327211214,3.080367327211214,t,f
28372455,Budust,2015-02-25,t,t,0.92,1,120674.40000000002,55.127638190954784,55.127638190954784,t,f
59270440,爱文,2016-02-18,t,t,1.0,1,33969.06,18.55219006007646,18.55219006007646,t,f
66561587,Xuyang,2016-04-10,t,t,1.0,1,7901.300000000002,4.44142776840922,4.44142776840922,t,f
62839701,Gang,2016-03-13,t,t,0.5,1,2442.22,1.3515329275041503,1.3515329275041503,t,f
66667370,Seven&Eric,2016-04-10,t,t,1.0,1,608661.3,342.1367622259697,342.1367622259697,t,f
28723895,Yi,2015-03-04,t,t,1.0,10,824850.0100000001,378.02475252062334,37.80247525206234,f,f
60164142,妍,2016-02-24,t,t,0.92,1,3369.48,1.8462904109589042,1.8462904109589042,t,f
67007691,Andrew,2016-04-13,t,t,1.0,1,155897.22,87.77996621621622,87.77996621621622,t,f
27443404,Henry,2015-02-08,t,t,1.0,3,288482.33999999997,130.77168631006344,43.590562103354486,t,f
67836788,广俊,2016-04-19,t,t,0.92,1,42445.0,23.980225988700564,23.980225988700564,t,f
19888548,Carol,2014-08-12,t,t,1.0,2,78346.94,32.836102263202015,16.418051131601008,t,f
54286928,Sophie,2016-01-11,t,t,1.0,2,205610.11000000004,110.01075976458002,55.00537988229001,t,f
67515126,炜,2016-04-16,t,t,1.0,5,149491.29000000004,84.31544839255501,16.863089678511002,f,f
60858732,Jennifer,2016-02-29,t,t,1.0,40,6184034.070000001,3397.820917582418,84.94552293956046,f,f
68543120,Cansir,2016-04-23,t,t,1.0,1,56419.200000000004,31.947451868629674,31.947451868629674,t,f
59518951,Xin,2016-02-19,t,t,1.0,1,44821.92,24.492852459016394,24.492852459016394,t,f
68758634,Amanda,2016-04-24,t,t,0.92,1,1292.94,0.7325439093484419,0.7325439093484419,t,f
34790831,Mike,2015-06-02,t,t,1.0,17,2790249.41,1333.7712284894837,78.4571310876167,f,f
18787845,Mora,2014-07-24,t,t,1.0,6,873609.52,363.2472016632017,60.541200277200275,f,f
48036821,Bella,2015-11-03,t,t,0.92,1,26198.360000000008,13.518245614035092,13.518245614035092,t,f
36686848,薇薇,2015-06-25,t,t,1.0,30,295025.4000000001,142.59323344610928,4.7531077815369756,f,f
49243736,Maggie,2015-11-17,t,t,1.0,1,210357.42000000007,109.33337837837841,109.33337837837841,t,f
68050612,晓仙,2016-04-20,t,t,1.0,1,3761.28,2.126218202374223,2.126218202374223,t,f
69623152,矛心,2016-04-30,t,t,1.0,1,4153.08,2.3610460488914153,2.3610460488914153,t,f
29990298,Elia,2015-03-25,t,t,0.9,2,84334.95000000001,39.02589079130033,19.512945395650164,t,f
65966174,David,2016-04-05,t,t,1.0,1,137286.72,76.95443946188341,76.95443946188341,t,f
69917765,Helen,2016-05-02,t,t,0.92,1,3526.2000000000003,2.0069436539556063,2.0069436539556063,t,f
69921562,Chris,2016-05-02,t,t,0.79,4,5489999.55,3124.6440239043823,781.1610059760956,t,f
50888008,爱华/Alice,2015-12-09,t,t,1.0,1,53297.86,28.022008412197685,28.022008412197685,t,f
43323743,Irene,2015-09-04,t,t,1.0,2,51038.48,25.544784784784785,12.772392392392392,t,f
24817591,Young,2014-12-14,t,t,1.0,2,71111.7,31.437533156498674,15.718766578249337,t,f
40012535,Virginia,2015-07-30,t,t,0.4,3,177420.09999999998,87.2271878072763,29.075729269092097,t,f
60042357,Cicely,2016-02-23,t,t,1.0,1,10839.800000000003,5.936363636363638,5.936363636363638,t,f
69346023,徐,2016-04-28,t,t,1.0,1,8489.0,4.820556501987507,4.820556501987507,t,f
70926461,宏伟,2016-05-08,t,t,1.0,1,47016.0,26.85094231867504,26.85094231867504,t,f
